ID,logFC,P.Value
ILMN_1813025,-0.0233651,0.8716948
ILMN_1782978,0.021652,0.8717113
ILMN_3225492,-0.02209295,0.8717203
ILMN_1727230,0.0216983,0.8717464
ILMN_3213916,-0.04277215,0.8717789
ILMN_1775716,-0.02954732,0.8717897
ILMN_1773125,0.15012242,0.8718637
ILMN_1656647,0.02423882,0.8718813
ILMN_1766663,-0.021737,0.8718887
ILMN_1716815,0.02400353,0.8719195
ILMN_1689097,-0.04609558,0.8719231
ILMN_2225151,-0.0241277,0.8719412
ILMN_1714635,-0.05056857,0.8719496
ILMN_1792927,0.03771861,0.8720064
ILMN_2229205,-0.02202128,0.8720142
ILMN_3212187,-0.02468262,0.8720182
ILMN_1679319,0.02358193,0.8720183
ILMN_1897149,-0.03508391,0.8720371
ILMN_1759495,-0.03685471,0.8720804
ILMN_3288706,-0.02335748,0.8720904
ILMN_1654920,-0.04991724,0.8721404
ILMN_1755677,0.0418289,0.8721495
ILMN_3309194,-0.02182591,0.8721651
ILMN_3256801,-0.0427794,0.8721819
ILMN_2231436,0.02328072,0.8721933
ILMN_1889547,-0.02660153,0.8722052
ILMN_1667315,0.04057215,0.8722197
ILMN_2285648,0.03147618,0.8722232
ILMN_1755811,0.03596585,0.8722562
ILMN_2070102,-0.02665715,0.8722796
ILMN_1718718,0.03418966,0.8722965
ILMN_1806703,0.02987023,0.8722998
ILMN_1652333,-0.03383906,0.8723018
ILMN_1703924,-0.02384725,0.8723172
ILMN_1812968,0.05010458,0.8723197
ILMN_1773741,0.04187714,0.8723423
ILMN_1684311,-0.02662187,0.8723494
ILMN_2346316,0.03031535,0.872364
ILMN_1769140,-0.03892197,0.8723661
ILMN_1758672,0.04117761,0.8724145
ILMN_1747185,-0.02670094,0.8724391
ILMN_1701441,-0.10793728,0.8724592
ILMN_2288148,-0.02656923,0.8724626
ILMN_1775708,-0.06654857,0.8724666
ILMN_1746633,0.0282178,0.8724857
ILMN_1746232,-0.02689744,0.8725098
ILMN_3227031,0.0274088,0.8725113
ILMN_3222631,0.02312438,0.8725262
ILMN_1724304,0.03198521,0.8725282
ILMN_2400360,-0.02291573,0.8725382
ILMN_3308495,-0.02204233,0.8725703
ILMN_1712506,0.0223618,0.8725793
ILMN_1703826,-0.02822668,0.8726171
ILMN_3300516,-0.02845137,0.8726574
ILMN_3310391,0.02991244,0.8726618
ILMN_3234896,-0.02290059,0.872664
ILMN_2359306,0.03130792,0.8726707
ILMN_1705187,-0.02838207,0.8726735
ILMN_3230157,0.03923402,0.8726751
ILMN_1699015,-0.02902821,0.8726836
ILMN_2211790,0.0613544,0.8727065
ILMN_1668880,-0.02428844,0.8727724
ILMN_1880406,-0.04900255,0.8728363
ILMN_2375184,-0.02639755,0.872853
ILMN_3275929,0.03742247,0.8728839
ILMN_1704321,-0.02208948,0.8729323
ILMN_1688573,-0.04367674,0.8729377
ILMN_1719340,-0.02662684,0.8729464
ILMN_3236613,0.02516133,0.8729781
ILMN_3241931,-0.0222399,0.8729972
ILMN_1711766,0.02505737,0.8730256
ILMN_2324989,0.0877064,0.8730502
ILMN_2328952,0.02717239,0.8730592
ILMN_1779386,-0.02521685,0.8731251
ILMN_1671067,0.02241378,0.8731643
ILMN_3291596,0.02186281,0.8731946
ILMN_2377708,-0.02521469,0.8732074
ILMN_1750402,0.02604467,0.8732481
ILMN_1707137,-0.06115262,0.8732576
ILMN_1739126,0.02811278,0.8733134
ILMN_1718240,-0.02139097,0.8733334
ILMN_1786989,-0.02321962,0.8734113
ILMN_3308881,-0.02185541,0.8734563
ILMN_3310695,0.02346043,0.873488
ILMN_2246134,-0.03744839,0.8734933
ILMN_1737426,-0.02687387,0.8735054
ILMN_1726693,-0.03975139,0.8735083
ILMN_1777853,-0.07102218,0.8735264
ILMN_1839052,0.0278209,0.8735268
ILMN_1789786,0.02282181,0.8735434
ILMN_3196690,-0.05029115,0.8735791
ILMN_1814206,0.03029124,0.8736068
ILMN_1710017,-0.03227159,0.8736413
ILMN_1898022,0.0278654,0.8736743
ILMN_1797753,-0.04962293,0.8736781
ILMN_1890061,0.03720165,0.8736974
ILMN_1676897,0.02213657,0.8736977
ILMN_1750880,0.03445853,0.8737062
ILMN_1813650,-0.02451955,0.8737725
ILMN_1729785,0.0265879,0.8737772
ILMN_1778377,0.02813523,0.8737963
ILMN_2045800,0.02357807,0.8738643
ILMN_2249578,0.0238305,0.8738705
ILMN_1696263,-0.02214012,0.8738935
ILMN_1780923,0.02453227,0.8738938
ILMN_2109197,0.02281599,0.8739009
ILMN_1704987,0.02718426,0.8739243
ILMN_3175815,0.03810039,0.8739611
ILMN_1695754,0.0270585,0.8740067
ILMN_1769601,0.06201435,0.8740248
ILMN_1656097,0.02283284,0.8740291
ILMN_1701711,0.05101453,0.8740378
ILMN_3311005,0.04017354,0.8740428
ILMN_1661288,-0.02508716,0.8740664
ILMN_1656274,-0.03381775,0.8741064
ILMN_1800632,0.03506353,0.8741143
ILMN_1672113,-0.02183564,0.8741236
ILMN_3244669,-0.02227829,0.8741944
ILMN_1672339,-0.02450064,0.8741963
ILMN_1724396,-0.0363756,0.8742013
ILMN_2412571,0.07252652,0.8742226
ILMN_1843974,-0.02247756,0.8742268
ILMN_1881478,0.04177099,0.8742349
ILMN_3308250,0.02599181,0.8742459
ILMN_2135306,0.03294717,0.874247
ILMN_1830984,-0.02136407,0.8742717
ILMN_3245053,0.02602646,0.8742836
ILMN_1815445,-0.09722354,0.8742984
ILMN_3244733,-0.02501541,0.8743248
ILMN_1716719,-0.02498362,0.8743374
ILMN_1757255,0.03510174,0.8743407
ILMN_1859787,-0.03814698,0.8743462
ILMN_1717765,0.0925896,0.8743551
ILMN_1866286,0.0231854,0.8743769
ILMN_2160005,0.06027192,0.8744022
ILMN_1670866,-0.02287491,0.8744249
ILMN_1652366,-0.02451293,0.8744251
ILMN_1777584,-0.04286948,0.8744458
ILMN_3226669,0.04236969,0.8744648
ILMN_1898880,-0.0298725,0.8744767
ILMN_1685279,0.02722389,0.8745283
ILMN_3246135,-0.02954214,0.8745623
ILMN_3228639,0.03203517,0.8746051
ILMN_1806448,-0.02603544,0.8746344
ILMN_1722838,0.02941459,0.8746622
ILMN_1810321,-0.02519017,0.8746936
ILMN_1668108,0.02678302,0.8747188
ILMN_1765021,0.04118022,0.8747402
ILMN_1791524,0.02658629,0.8747586
ILMN_1793433,-0.03308451,0.874771
ILMN_1732040,-0.02569783,0.8748074
ILMN_1759350,-0.02334849,0.8748123
ILMN_1794190,-0.08638483,0.8748188
ILMN_3203360,-0.02377617,0.8748426
ILMN_1903524,-0.03999369,0.8748494
ILMN_1864714,-0.02983032,0.874876
ILMN_1754738,0.02906285,0.8748793
ILMN_2189915,-0.02589965,0.874923
ILMN_1668586,0.04064311,0.8749648
ILMN_1764230,-0.05658432,0.8749664
ILMN_3245978,-0.02181807,0.8749871
ILMN_1742843,0.0294343,0.8750225
ILMN_2398847,-0.02865434,0.8750302
ILMN_1795563,-0.03296872,0.8750359
ILMN_1887410,-0.02985983,0.8750545
ILMN_2383591,-0.03373374,0.875077
ILMN_1790533,0.06597863,0.8750819
ILMN_3310980,-0.02658296,0.8751072
ILMN_1661309,0.02773756,0.8751186
ILMN_1801370,0.02852715,0.8751431
ILMN_3232823,0.03149157,0.8751931
ILMN_3286154,0.02385527,0.8752081
ILMN_3296372,-0.02440429,0.8752181
ILMN_2157709,-0.06081365,0.8752312
ILMN_2330845,-0.05656397,0.8752499
ILMN_1662147,-0.02102257,0.8753119
ILMN_1768973,0.05744342,0.8753191
ILMN_3181356,0.03179775,0.8753474
ILMN_2394264,-0.03236018,0.8753493
ILMN_1662214,-0.02134441,0.8753896
ILMN_1858247,0.02145868,0.8754144
ILMN_1666742,-0.02234557,0.8754195
ILMN_1692260,-0.04268807,0.8754402
ILMN_2408543,0.09822825,0.8754555
ILMN_3258283,-0.04620426,0.8754829
ILMN_1672795,0.02580378,0.8754986
ILMN_2067520,-0.02325498,0.8755088
ILMN_1787288,0.02221263,0.8755135
ILMN_2365176,0.02223849,0.8755179
ILMN_3175634,0.02766771,0.8755528
ILMN_1674343,0.0217264,0.8755573
ILMN_3245521,0.02657434,0.8755664
ILMN_1804090,-0.03590845,0.8755862
ILMN_1709584,-0.02716663,0.8756296
ILMN_1774685,0.02096149,0.8756394
ILMN_2391169,0.03100134,0.8756616
ILMN_1796349,-0.09113502,0.8756969
ILMN_1744508,-0.02620132,0.8756973
ILMN_1876729,-0.03267853,0.875711
ILMN_3247872,0.02634601,0.875726
ILMN_1799043,-0.02563096,0.875731
ILMN_1785444,0.0258168,0.8757526
ILMN_2346856,-0.02975244,0.875771
ILMN_1673746,0.03758148,0.8757734
ILMN_3289721,0.02329153,0.8757866
ILMN_3310940,0.02357894,0.8758015
ILMN_1798728,-0.0462431,0.8758219
ILMN_1655167,-0.04055988,0.8758226
ILMN_1748928,-0.03435405,0.8758539
ILMN_1687943,-0.02231787,0.8758663
ILMN_1726512,-0.03430003,0.8759161
ILMN_1682126,-0.03825998,0.8759171
ILMN_1737518,0.02405341,0.8759241
ILMN_1783998,-0.02404092,0.8759337
ILMN_3241870,0.03235971,0.8759385
ILMN_1760088,0.02233522,0.8759437
ILMN_1804697,-0.02869144,0.8759438
ILMN_1901666,0.02784508,0.8759912
ILMN_2363966,-0.02392365,0.8760009
ILMN_2346727,-0.02730077,0.8760015
ILMN_1666560,-0.02359913,0.876062
ILMN_2326071,-0.02345975,0.8760868
ILMN_1715815,0.02918358,0.8761336
ILMN_1802482,0.03117911,0.8761738
ILMN_3243652,-0.02299826,0.876179
ILMN_2157843,0.02307213,0.8761868
ILMN_1674519,-0.02153303,0.8762057
ILMN_1822971,0.02720256,0.8762207
ILMN_1794588,-0.08445132,0.8762408
ILMN_1803597,-0.02097447,0.8762418
ILMN_1699709,0.02444428,0.8762634
ILMN_2176467,0.02913948,0.8762656
ILMN_1715968,-0.03092968,0.8763299
ILMN_1731412,-0.05127461,0.8763376
ILMN_1795881,0.02242453,0.8763457
ILMN_1666214,0.03615564,0.8763473
ILMN_1780680,-0.0260291,0.8763647
ILMN_1802951,-0.03534803,0.8764526
ILMN_1699937,-0.02664481,0.8764645
ILMN_1723505,0.03095243,0.8764815
ILMN_2222991,-0.03021323,0.8765233
ILMN_1705679,0.04468766,0.8765777
ILMN_1680887,-0.03433586,0.8765897
ILMN_1785711,-0.05873588,0.8765948
ILMN_1773148,0.02490079,0.8766472
ILMN_3212045,-0.02210191,0.8766501
ILMN_1751492,0.09659577,0.876663
ILMN_2367191,-0.02840901,0.8766707
ILMN_1761113,0.02111895,0.8766804
ILMN_1660060,0.03657324,0.8766874
ILMN_1685016,-0.02482503,0.8767119
ILMN_3260859,-0.0247037,0.876712
ILMN_1708048,0.02893683,0.8768193
ILMN_1803691,0.0226744,0.8768317
ILMN_1687592,0.06423182,0.8768388
ILMN_1682717,-0.2128387,0.8768702
ILMN_1658411,0.04298538,0.8768783
ILMN_1675398,-0.03744091,0.8768821
ILMN_1809971,-0.02107629,0.8768921
ILMN_3271711,-0.02193112,0.8769265
ILMN_1660186,0.02192118,0.8769583
ILMN_1663538,0.08798666,0.8769723
ILMN_1682783,-0.02273512,0.8769838
ILMN_1689552,-0.06021374,0.8770113
ILMN_3309046,-0.03093988,0.8770162
ILMN_1741157,0.02396857,0.8770465
ILMN_1794074,-0.05900377,0.8770683
ILMN_3289346,0.02240676,0.8770983
ILMN_1671456,-0.02095651,0.8771375
ILMN_1710903,0.02412077,0.8771564
ILMN_2320853,0.02709101,0.8772014
ILMN_1742097,-0.03803352,0.8772151
ILMN_1651967,-0.02690581,0.8772328
ILMN_1659565,0.10277332,0.8772451
ILMN_1660600,-0.02200154,0.8772675
ILMN_2243697,0.0241864,0.8773298
ILMN_3296087,0.02361787,0.8773538
ILMN_1655766,-0.02346537,0.8773544
ILMN_3255971,-0.0385192,0.8773688
ILMN_1815851,-0.02152916,0.8773768
ILMN_1709253,-0.02185036,0.8774004
ILMN_1768913,0.0232626,0.8774059
ILMN_1789400,0.07828814,0.877414
ILMN_2385688,0.0240521,0.8774466
ILMN_1710847,0.02340433,0.877475
ILMN_1689020,-0.02392938,0.8774872
ILMN_1821915,-0.02550255,0.8775196
ILMN_1773121,-0.04078823,0.8775297
ILMN_1698649,0.0324589,0.877564
ILMN_1789162,0.0244054,0.8775702
ILMN_3243887,0.03058552,0.877579
ILMN_3291741,0.02168109,0.8776075
ILMN_1887099,0.03605461,0.8776294
ILMN_2415393,0.02149484,0.8776726
ILMN_1695640,-0.02430551,0.8776744
ILMN_1791585,0.0293395,0.8776863
ILMN_2104486,0.02417489,0.8776981
ILMN_1665920,-0.02443025,0.8777015
ILMN_1860196,-0.02201802,0.8777018
ILMN_1832208,0.02193031,0.8777246
ILMN_1817251,-0.02388874,0.8777339
ILMN_1796113,0.02377329,0.8777525
ILMN_1776822,0.02243896,0.8777696
ILMN_1663580,-0.02627021,0.8777759
ILMN_1901723,0.02134225,0.8778028
ILMN_1774781,-0.03163479,0.8778206
ILMN_1804884,0.03333486,0.877841
ILMN_1723601,0.02074279,0.8778487
ILMN_1680513,0.02184746,0.8778877
ILMN_3181963,-0.02509185,0.8779314
ILMN_1777745,-0.02841272,0.8779498
ILMN_3242508,0.02500427,0.877982
ILMN_3265391,-0.02375509,0.8780226
ILMN_1652604,0.02274436,0.8780615
ILMN_2324002,-0.07784894,0.8780645
ILMN_3222058,-0.02664008,0.8780924
ILMN_2365023,0.02805759,0.8781259
ILMN_2370825,-0.03164965,0.8781299
ILMN_1787371,0.05527008,0.8781316
ILMN_1667631,-0.0258681,0.8781505
ILMN_1812615,-0.02282755,0.8781708
ILMN_1707534,0.02933468,0.8781901
ILMN_1771057,0.05943655,0.8782208
ILMN_2092496,-0.02892652,0.8782456
ILMN_1688022,-0.03227596,0.8783163
ILMN_1671276,-0.02304759,0.8783749
ILMN_1730740,0.02543556,0.8783786
ILMN_1722732,-0.04102154,0.8784003
ILMN_1692962,-0.03334817,0.8784171
ILMN_1793002,-0.03288428,0.8784212
ILMN_1796069,-0.02203096,0.8784264
ILMN_1791329,-0.02195565,0.8784487
ILMN_1833524,0.02267852,0.8784678
ILMN_1737152,0.04042825,0.8784721
ILMN_1716182,0.02242096,0.8784866
ILMN_3251526,-0.05007483,0.8785311
ILMN_2293677,-0.02431069,0.8785554
ILMN_3247853,-0.02327084,0.8785909
ILMN_1744517,0.0540592,0.8785999
ILMN_2078124,-0.02642977,0.8786041
ILMN_2402106,-0.02255248,0.8786461
ILMN_1803739,-0.02284368,0.8786476
ILMN_1778304,0.02290035,0.8786621
ILMN_3233135,-0.02117424,0.878665
ILMN_1777046,0.03835578,0.8787222
ILMN_1696003,0.03178494,0.8787232
ILMN_3246470,0.03597725,0.8787355
ILMN_1670064,0.02378859,0.8787469
ILMN_1876532,0.04238099,0.8787911
ILMN_1807554,0.11192225,0.8788243
ILMN_3249594,0.02624748,0.8788403
ILMN_1703475,-0.03062238,0.87887
ILMN_1766544,0.02144586,0.8788726
ILMN_1738671,-0.02109338,0.8788847
ILMN_3265879,-0.02508724,0.8788998
ILMN_1685441,-0.10239187,0.8789091
ILMN_1781762,-0.02856522,0.8789792
ILMN_3310451,-0.03461793,0.8789974
ILMN_3308535,0.02213744,0.8790154
ILMN_3273641,-0.03356416,0.8790348
ILMN_1788787,0.02283043,0.8790553
ILMN_2079042,-0.02422615,0.8790637
ILMN_3178368,-0.02725096,0.8790914
ILMN_3295494,-0.0353587,0.8791058
ILMN_1670970,0.06203378,0.8791129
ILMN_1779356,-0.04219442,0.8791393
ILMN_1746968,-0.03922584,0.8791956
ILMN_1738866,0.02311114,0.8792455
ILMN_1684594,-0.07065202,0.8792901
ILMN_1813434,-0.03452368,0.8793025
ILMN_2137312,0.02714324,0.8793069
ILMN_3245151,-0.0258051,0.8793796
ILMN_1744089,-0.02033049,0.8793836
ILMN_2404548,-0.02086433,0.8794323
ILMN_3226737,-0.02289121,0.8794366
ILMN_1683956,0.02241589,0.8794521
ILMN_1822687,0.02251587,0.8794898
ILMN_3268492,0.02412791,0.8794939
ILMN_2129545,-0.03545101,0.8795022
ILMN_1688788,-0.04003995,0.8795208
ILMN_1806395,-0.02210991,0.879539
ILMN_2211630,0.0341281,0.8795406
ILMN_2185604,-0.02465522,0.8795602
ILMN_1750563,-0.05903626,0.8795603
ILMN_1825955,0.04520225,0.8795862
ILMN_1787518,0.06865276,0.8796768
ILMN_1801109,0.06178983,0.879687
ILMN_1887831,-0.04468387,0.8796885
ILMN_1679290,0.02279163,0.8797122
ILMN_1793672,-0.02804496,0.8797498
ILMN_2389211,0.02295098,0.8797548
ILMN_1731742,0.02074725,0.8797642
ILMN_2137536,-0.02900896,0.8797736
ILMN_1674488,-0.03517774,0.8797777
ILMN_3242842,0.0236238,0.8798374
ILMN_2043728,0.02466888,0.8798479
ILMN_1712721,0.0236921,0.8798667
ILMN_2083137,0.02956979,0.8798767
ILMN_2365465,-0.04612687,0.8798774
ILMN_1724437,-0.07112519,0.8798902
ILMN_1859905,-0.02423914,0.8799372
ILMN_1655100,0.02230435,0.8799448
ILMN_1898268,-0.03019819,0.87996
ILMN_2230035,-0.02211715,0.8799728
ILMN_1712766,0.06379256,0.8799895
ILMN_1757546,-0.02346803,0.879999
ILMN_1799105,0.02213379,0.8800092
ILMN_1713029,-0.02680619,0.8800218
ILMN_3290470,-0.02715198,0.8800385
ILMN_3277119,0.03937742,0.8800659
ILMN_3198837,-0.02020928,0.8800699
ILMN_1727862,0.02788671,0.8800817
ILMN_1791097,0.03959586,0.8801221
ILMN_1773881,0.02129081,0.8801365
ILMN_2146657,0.03569915,0.8801501
ILMN_3237795,0.02969162,0.8801674
ILMN_1684032,-0.02301171,0.8801874
ILMN_1686961,-0.0351217,0.880208
ILMN_2373236,0.02168017,0.8802338
ILMN_2333670,0.0280878,0.880235
ILMN_1664771,0.02242925,0.8802565
ILMN_1659623,0.02514911,0.8802876
ILMN_1660504,0.02903805,0.8802914
ILMN_1833142,0.02777173,0.8802921
ILMN_3246170,0.03650283,0.8802958
ILMN_2150258,0.04243319,0.8803271
ILMN_3257145,-0.03154448,0.8803425
ILMN_3183470,-0.02278619,0.8803861
ILMN_1779785,0.02502129,0.8803862
ILMN_1810462,-0.02246527,0.8804041
ILMN_1674283,-0.0347456,0.880559
ILMN_2397842,-0.02094067,0.8805658
ILMN_1788005,-0.02847539,0.8805751
ILMN_3292892,0.03480876,0.8805905
ILMN_1802434,0.02724738,0.8805958
ILMN_1663173,0.02670856,0.8806379
ILMN_1754158,0.02643488,0.88064
ILMN_2321634,-0.04815951,0.8806641
ILMN_1709044,-0.02019609,0.8807259
ILMN_1790515,0.02811441,0.8807594
ILMN_2344002,0.03919985,0.8807596
ILMN_1756631,-0.03766762,0.8807659
ILMN_1673755,0.03074333,0.8807937
ILMN_1762275,-0.0406927,0.8808235
ILMN_1710408,-0.03287233,0.880832
ILMN_2219038,0.03035954,0.8808524
ILMN_1774044,0.0330212,0.8808594
ILMN_2199298,-0.0212595,0.8808695
ILMN_1711072,-0.04208737,0.880873
ILMN_1784272,-0.02493176,0.8808796
ILMN_1708779,0.02175299,0.8808938
ILMN_2112942,0.02926323,0.8809019
ILMN_1705252,-0.02193805,0.8809794
ILMN_1737096,-0.02806718,0.8809925
ILMN_1701230,-0.020299,0.8810195
ILMN_1712608,0.05834649,0.8810654
ILMN_1762409,0.02866625,0.8810986
ILMN_1744381,-0.18281405,0.8811182
ILMN_1722034,-0.03214777,0.881125
ILMN_2275742,0.02461421,0.8811399
ILMN_1747451,0.08083592,0.8811662
ILMN_3285302,0.03517619,0.881185
ILMN_1654195,-0.0256116,0.8811905
ILMN_3309614,-0.02614956,0.881252
ILMN_1891694,0.02097227,0.8812676
ILMN_1780622,-0.02921231,0.8813482
ILMN_1743175,0.03565214,0.8813717
ILMN_3234788,-0.02191779,0.8813767
ILMN_1806825,-0.02439796,0.8813767
ILMN_2117526,0.02144506,0.8813943
ILMN_1884754,-0.0243961,0.8813983
ILMN_1672982,0.02071609,0.8814448
ILMN_3244673,-0.0215632,0.8814469
ILMN_1661776,-0.04258737,0.8814478
ILMN_3243821,0.02668266,0.8814768
ILMN_1697460,0.09839726,0.8814987
ILMN_2380566,0.03298483,0.8815072
ILMN_3204808,0.02137445,0.881555
ILMN_1656129,0.05086846,0.8815672
ILMN_2123217,-0.02105337,0.8815951
ILMN_2120103,0.02210284,0.881655
ILMN_2359835,0.03328176,0.8816756
ILMN_1736692,0.02022991,0.8817275
ILMN_3309199,-0.02251454,0.8817517
ILMN_2043126,-0.02536743,0.881776
ILMN_1773504,-0.02108809,0.8817883
ILMN_1674662,0.02620625,0.8818867
ILMN_1808674,-0.02834755,0.8819049
ILMN_1739042,-0.02529897,0.8819145
ILMN_1660536,-0.02559751,0.8819755
ILMN_1759087,0.02741449,0.8820162
ILMN_2214910,0.07684037,0.8820443
ILMN_1720461,0.02478352,0.8820492
ILMN_1690174,0.02363337,0.8820659
ILMN_1762549,0.04388478,0.8821286
ILMN_1761693,0.02823802,0.882141
ILMN_3238662,-0.02618323,0.8821932
ILMN_2127098,-0.02088899,0.8822093
ILMN_1897243,0.0249987,0.882226
ILMN_1836193,0.02122489,0.8822653
ILMN_1664965,-0.02595023,0.88227
ILMN_1801395,-0.02251931,0.8822951
ILMN_1736796,0.03715503,0.8822977
ILMN_1717482,0.02085757,0.8823165
ILMN_1661852,-0.0269701,0.8823171
ILMN_3308818,0.02607651,0.8823241
ILMN_2357770,0.07669405,0.8824197
ILMN_1676383,-0.02467634,0.8824415
ILMN_1802440,-0.02072249,0.8824604
ILMN_1744398,0.02363423,0.8824776
ILMN_1767560,-0.01992939,0.8825243
ILMN_2205211,-0.06160946,0.8825594
ILMN_2098743,0.02266368,0.8825822
ILMN_3245599,0.02078772,0.8825898
ILMN_1721055,0.02252811,0.8825952
ILMN_3239433,0.02748561,0.8826011
ILMN_1683355,-0.02029197,0.8826113
ILMN_1757634,-0.0244561,0.8826159
ILMN_1714539,-0.03407256,0.8826278
ILMN_2157544,-0.03581814,0.8826337
ILMN_1818368,-0.05026102,0.8826639
ILMN_1652277,0.02141732,0.882703
ILMN_1676836,0.0226614,0.8827211
ILMN_3243634,0.02938621,0.8827416
ILMN_1674334,-0.03946795,0.8827577
ILMN_1746027,-0.02648742,0.8827663
ILMN_3235597,-0.09622053,0.8827708
ILMN_1813131,0.02180579,0.8828675
ILMN_1682762,0.04909094,0.8828701
ILMN_1718140,0.02428611,0.882872
ILMN_3256017,0.02916748,0.8829441
ILMN_3193238,-0.02552656,0.8829614
ILMN_1793461,0.02987522,0.8829626
ILMN_1671393,-0.02349393,0.8829913
ILMN_1671297,-0.01989679,0.8830025
ILMN_3262015,0.02572502,0.883013
ILMN_3194118,0.02099759,0.8830311
ILMN_1883298,-0.04858837,0.8830875
ILMN_1835092,-0.02619079,0.8831465
ILMN_1670512,0.02039377,0.8831699
ILMN_3246673,-0.04277559,0.8831806
ILMN_1821876,0.04561906,0.8831861
ILMN_1755415,0.02000397,0.8832141
ILMN_1742167,-0.08034872,0.8832176
ILMN_1897890,-0.02852808,0.8832479
ILMN_1689324,0.02147551,0.8832572
ILMN_2347805,-0.02929124,0.8833296
ILMN_1661000,0.03328207,0.8833409
ILMN_3238859,-0.02722567,0.883352
ILMN_1766706,-0.02339623,0.883395
ILMN_1731025,-0.02157706,0.8834115
ILMN_3228369,0.03473555,0.8834275
ILMN_2145470,-0.02124881,0.8834297
ILMN_1728626,0.04924093,0.8834384
ILMN_1733294,-0.02467668,0.8834567
ILMN_1807249,0.02004076,0.8834696
ILMN_1741729,-0.02466869,0.8834872
ILMN_1840334,-0.02309291,0.8834916
ILMN_2325574,0.03897152,0.8835151
ILMN_3268295,-0.02203121,0.8835324
ILMN_2389984,0.0217343,0.8835339
ILMN_1860662,-0.0249489,0.8835864
ILMN_3246786,0.01990136,0.8836164
ILMN_1769018,0.02162743,0.8836305
ILMN_1711098,-0.02407202,0.8836561
ILMN_3309349,-0.02677899,0.8836673
ILMN_1733185,0.02168322,0.8836679
ILMN_1770080,0.0204693,0.8837841
ILMN_1852349,-0.03692179,0.8838092
ILMN_1712755,0.02105315,0.8838596
ILMN_1788789,0.0229426,0.8838644
ILMN_1679582,0.02068894,0.883868
ILMN_1857588,0.02266726,0.8838682
ILMN_1797796,0.02134006,0.8839091
ILMN_1685493,-0.02251549,0.8839095
ILMN_1766125,0.07131695,0.8839099
ILMN_1685010,0.0278373,0.883954
ILMN_1836217,0.02052245,0.884025
ILMN_3240605,-0.02037159,0.8840465
ILMN_1732921,-0.02040641,0.8840706
ILMN_1680929,0.02320056,0.884105
ILMN_1836060,0.0220898,0.8841207
ILMN_1747344,-0.02397915,0.8841221
ILMN_1844612,0.02112047,0.8841384
ILMN_1699658,0.02332834,0.8841582
ILMN_3235571,-0.02400226,0.8841928
ILMN_3213964,0.02519943,0.884205
ILMN_2381994,-0.02190245,0.8842096
ILMN_1741350,-0.07620217,0.884238
ILMN_1798433,-0.02854767,0.8843158
ILMN_1785990,-0.02319138,0.8843416
ILMN_1747613,0.02091193,0.884358
ILMN_1801104,0.01961319,0.8843949
ILMN_2270100,-0.0307857,0.8843991
ILMN_1830411,-0.02204423,0.8844072
ILMN_1723211,-0.0299362,0.8844279
ILMN_1890421,0.03525636,0.8844426
ILMN_2117845,0.02074662,0.8844511
ILMN_2075800,0.04311924,0.8844626
ILMN_1768960,-0.02088405,0.8844799
ILMN_1796772,-0.10764078,0.8844875
ILMN_1796409,-0.02112576,0.8845441
ILMN_1695110,0.02492942,0.8845722
ILMN_1791112,0.02145192,0.8845937
ILMN_1662667,0.04159087,0.8845998
ILMN_1772329,-0.06954642,0.8846106
ILMN_1683212,0.0231585,0.88462
ILMN_1709167,-0.02242482,0.8846566
ILMN_1666174,0.02233861,0.8846603
ILMN_3239135,0.04261405,0.8847041
ILMN_1771921,0.03142559,0.8847183
ILMN_1700763,0.02294231,0.8847465
ILMN_1831787,0.0279699,0.8847705
ILMN_1701776,-0.02869474,0.8847716
ILMN_1684653,0.02518563,0.8848186
ILMN_1768064,0.0207891,0.884847
ILMN_1809708,-0.04190004,0.8848586
ILMN_3199961,0.02229867,0.8848724
ILMN_1730818,-0.03932977,0.8849118
ILMN_3245301,0.03222047,0.8849187
ILMN_1708706,-0.02699497,0.8849286
ILMN_1728115,0.02195489,0.8849465
ILMN_1766475,-0.02034016,0.8849522
ILMN_1752380,-0.04655746,0.8849842
ILMN_1673870,0.01939323,0.885002
ILMN_2168314,-0.05799121,0.8850213
ILMN_1819784,-0.02603831,0.8850695
ILMN_1770610,0.0252129,0.8850731
ILMN_1671260,0.11399987,0.8851075
ILMN_1685856,-0.03777309,0.8851109
ILMN_1721022,0.03390553,0.8851149
ILMN_1754531,0.04732062,0.8851575
ILMN_1844496,-0.019334,0.8852161
ILMN_1709033,0.03818328,0.8852324
ILMN_1830602,-0.02405668,0.8852485
ILMN_2401436,-0.02149068,0.8852595
ILMN_1812100,-0.02274481,0.8852647
ILMN_2328575,0.02861083,0.8852877
ILMN_1685722,0.04744794,0.8852969
ILMN_1653142,0.0236992,0.8853049
ILMN_1692760,-0.0239822,0.8853057
ILMN_2210713,0.03512797,0.8853121
ILMN_1701781,0.0249531,0.8853359
ILMN_1662598,-0.0211496,0.8853367
ILMN_3245878,-0.02910432,0.8853653
ILMN_1868037,0.02040103,0.88537
ILMN_1768954,0.02645985,0.885412
ILMN_1811364,0.03957252,0.8854299
ILMN_1805028,-0.04641923,0.8854366
ILMN_1672871,0.02000509,0.8854484
ILMN_1711027,-0.02766217,0.8854596
ILMN_1797557,-0.03522916,0.8854657
ILMN_3202552,-0.01929204,0.8855067
