ID,logFC,P.Value
ILMN_1666206,0.54698949,0.0162088
ILMN_1714859,-0.50424047,0.0162514
ILMN_2157510,-0.51840547,0.0164
ILMN_1660424,-0.52318884,0.0164541
ILMN_2181060,-0.48436145,0.0164587
ILMN_2391931,0.49684737,0.0164842
ILMN_3237448,1.18669694,0.0165262
ILMN_1783806,-0.60928881,0.0165348
ILMN_1758823,-0.49947468,0.0165457
ILMN_1709101,0.78537332,0.016576
ILMN_1748803,0.52455309,0.0165853
ILMN_1674620,-0.67620578,0.0166207
ILMN_2287061,0.52738155,0.0166211
ILMN_1718061,0.49193979,0.0166392
ILMN_1725485,-0.66615504,0.0166585
ILMN_1658044,0.49099192,0.016691
ILMN_1705241,-0.57394057,0.0167129
ILMN_1672165,-0.48188725,0.0167881
ILMN_1784863,1.68006474,0.0168303
ILMN_2212909,-1.16548991,0.0168339
ILMN_2376403,2.18358495,0.0168461
ILMN_1912619,-0.48444122,0.0168523
ILMN_1730630,-0.61251778,0.0168643
ILMN_1762582,0.65547868,0.0169368
ILMN_2380494,-0.52594045,0.0169425
ILMN_3236130,-0.49590244,0.0169885
ILMN_1663131,-0.79012259,0.0170607
ILMN_1730201,-0.97947122,0.0170728
ILMN_1690371,-1.04907441,0.0170763
ILMN_1784156,-0.49925284,0.017139
ILMN_2319326,1.31605117,0.017153
ILMN_2305416,0.48492826,0.0171956
ILMN_1757877,-0.75217476,0.0172358
ILMN_1744487,-1.42595784,0.0172375
ILMN_1771179,-0.68280272,0.0172976
ILMN_1769092,-0.80273108,0.0173252
ILMN_1667825,-1.10270651,0.0173319
ILMN_1829845,-0.63958031,0.0173485
ILMN_3304072,0.865079,0.0173508
ILMN_1709795,-2.30286267,0.01736
ILMN_1764721,-0.49697947,0.0173865
ILMN_1691717,-1.35957367,0.0173946
ILMN_2365479,0.71158288,0.0174363
ILMN_3176146,-0.58164511,0.0174539
ILMN_1702821,-0.95535801,0.0174554
ILMN_2408039,-0.4984634,0.0174902
ILMN_3243419,-0.49029911,0.0175147
ILMN_1869651,-0.57279148,0.0175192
ILMN_1909886,-0.98959299,0.0175347
ILMN_2274420,0.74011736,0.0175404
ILMN_2278590,-1.0650805,0.0175438
ILMN_1734096,-0.5759554,0.0175675
ILMN_2390099,-0.49943728,0.0175976
ILMN_3202521,-0.47435399,0.0176079
ILMN_1837935,0.66612343,0.0176173
ILMN_1781285,0.99221563,0.017633
ILMN_1906110,0.56820769,0.017665
ILMN_1661174,-0.51710361,0.0176993
ILMN_1664543,-0.84113436,0.0176995
ILMN_2098446,-0.50908608,0.0177487
ILMN_1653667,-0.47702747,0.0177584
ILMN_1685037,0.54349884,0.0178068
ILMN_1671152,-0.55007464,0.0178725
ILMN_2060086,-0.74975711,0.0179157
ILMN_1674376,1.34441757,0.0179203
ILMN_1801889,0.49336192,0.0179378
ILMN_1760714,-0.48897419,0.0179811
ILMN_1786444,5.15382307,0.0180088
ILMN_1746362,0.60626161,0.0180193
ILMN_1712027,-0.51619707,0.0181728
ILMN_1760778,-0.86194565,0.0182778
ILMN_1696187,1.04383861,0.018321
ILMN_1722738,-0.49946476,0.018372
ILMN_1655876,-0.74646845,0.0184188
ILMN_1653730,-0.85887691,0.0184443
ILMN_1913407,0.53768692,0.018488
ILMN_3245217,0.45871717,0.0185048
ILMN_1755974,0.59050132,0.0185512
ILMN_3235884,0.52129256,0.0185701
ILMN_1737953,-0.50094327,0.0186383
ILMN_2341006,0.47038437,0.0186397
ILMN_1695961,0.48479525,0.0186696
ILMN_1670304,0.52659534,0.0186767
ILMN_2344298,1.45991524,0.0186875
ILMN_3264813,-0.46167791,0.0187459
ILMN_1747934,-0.8822319,0.018778
ILMN_3209358,-0.55822304,0.0187986
ILMN_1781373,-1.07199795,0.0188016
ILMN_1701455,-1.1406552,0.0188778
ILMN_1678494,0.49743773,0.0189183
ILMN_1690870,0.6370441,0.0189636
ILMN_1791890,4.63675752,0.0189864
ILMN_1727592,-0.79318344,0.0189888
ILMN_1706502,-0.66934363,0.0190307
ILMN_1755990,0.7397559,0.0190506
ILMN_1861123,-0.50806556,0.0191249
ILMN_2415776,-0.51628799,0.0191689
ILMN_1752575,0.53902608,0.01918
ILMN_1777913,0.50408481,0.0191811
ILMN_1859435,0.48341156,0.0192082
ILMN_1696223,0.45587961,0.0192084
ILMN_1660840,-0.51261617,0.0193127
ILMN_1753467,0.70015708,0.019323
ILMN_1769013,-0.54102697,0.0193299
ILMN_1810486,-0.6425455,0.0193386
ILMN_1770934,0.51837182,0.0193919
ILMN_1679178,-0.45265054,0.0193939
ILMN_1802631,-0.60090118,0.0194096
ILMN_1773558,0.56343554,0.0194685
ILMN_1665065,0.46098847,0.0194842
ILMN_1804051,-0.62836866,0.0194906
ILMN_1757361,0.68770721,0.0195094
ILMN_1693668,0.56643627,0.0195248
ILMN_1872462,0.52692254,0.0195299
ILMN_1712659,0.65265259,0.0195339
ILMN_2334296,-0.65479178,0.0195413
ILMN_1843101,0.46558314,0.01962
ILMN_1728218,-0.45483142,0.0196244
ILMN_2348788,-0.66222277,0.0196497
ILMN_1903914,-0.57396492,0.019682
ILMN_1804656,-0.52772058,0.0197572
ILMN_1815319,0.60175462,0.0197735
ILMN_1690530,-0.49829981,0.0198328
ILMN_2364272,0.58692983,0.0198334
ILMN_3187324,-0.48046052,0.0198363
ILMN_1694584,0.99106361,0.019837
ILMN_1673395,-0.46798835,0.0199092
ILMN_2312275,0.45802732,0.0199385
ILMN_1725346,0.6134135,0.0199506
ILMN_2249920,0.98777944,0.0200101
ILMN_1916390,-0.45566895,0.0200107
ILMN_2147345,-0.44521195,0.0200155
ILMN_1676880,0.80718289,0.0200348
ILMN_1751161,1.97185283,0.0201152
ILMN_2168933,-0.49942143,0.0201201
ILMN_3234570,0.47791006,0.0201621
ILMN_1753279,0.65461806,0.0201697
ILMN_1673892,-0.45654465,0.0201935
ILMN_1803788,-0.687255,0.0202037
ILMN_1791202,1.45158423,0.0202189
ILMN_1663399,4.89809982,0.0202659
ILMN_2173294,0.88668553,0.0202916
ILMN_2391750,0.72184244,0.020315
ILMN_1716265,0.65794376,0.0203161
ILMN_3243297,-0.55037724,0.0204226
ILMN_1782513,-0.64480608,0.0204309
ILMN_2311537,-1.73442316,0.020435
ILMN_2371147,-0.65827093,0.0204573
ILMN_3280628,-0.45078283,0.0204578
ILMN_2109343,-0.45158338,0.0204685
ILMN_2071826,-0.45373196,0.0204932
ILMN_1761031,0.5694141,0.0206508
ILMN_1718520,-0.49086479,0.0207268
ILMN_1781628,-0.51530205,0.0207297
ILMN_1704056,0.75527784,0.0207798
ILMN_1658206,0.46227204,0.0208
ILMN_1729288,-0.55539555,0.0208756
ILMN_1788108,0.45517112,0.0208826
ILMN_2154654,0.53905079,0.0209108
ILMN_1758213,2.34597266,0.0209221
ILMN_1658422,0.63583765,0.0209307
ILMN_1686662,0.76555464,0.0210146
ILMN_1782558,-0.66167677,0.0210364
ILMN_1779190,-0.75428437,0.0210612
ILMN_3246855,-0.48139621,0.0210783
ILMN_1704472,0.6568381,0.0210919
ILMN_1657191,0.45323439,0.0211183
ILMN_3298037,-0.47692501,0.021131
ILMN_1760981,-0.43966179,0.0211502
ILMN_1684554,-0.50467269,0.0211641
ILMN_1755504,0.49404794,0.0211702
ILMN_2326512,-1.06273756,0.0211714
ILMN_1672350,1.28183168,0.0211721
ILMN_1803968,-0.55141999,0.0211829
ILMN_2258816,-0.78894022,0.0212052
ILMN_1712390,-0.54629164,0.0212149
ILMN_1728083,0.58560191,0.0212897
ILMN_1673111,-0.52379551,0.0213049
ILMN_1775965,0.61096664,0.0213962
ILMN_2287157,-0.65647921,0.0214127
ILMN_1759991,-0.5544828,0.0214166
ILMN_1701173,0.62735219,0.0214879
ILMN_3248985,0.573769,0.0215114
ILMN_1809931,0.73451062,0.0215121
ILMN_1674064,0.48412509,0.021516
ILMN_1699867,2.37177413,0.0215578
ILMN_1707872,-0.45101553,0.0215732
ILMN_1718961,0.45915784,0.0215958
ILMN_3219764,-0.45013296,0.0215976
ILMN_1749466,0.44128185,0.0216028
ILMN_1906158,0.47690813,0.0216121
ILMN_1904853,0.56772616,0.0216348
ILMN_1677574,-0.68451135,0.0216379
ILMN_1667510,-0.61955415,0.0216839
ILMN_1880195,-0.52284223,0.0217016
ILMN_1740512,-0.97499523,0.0217058
ILMN_2367530,-0.45844164,0.0217124
ILMN_1697363,-0.48939087,0.02172
ILMN_3265193,-0.71041933,0.0217291
ILMN_1892599,-0.44134901,0.0217352
ILMN_1783946,0.63124014,0.0217856
ILMN_3248193,-0.55131445,0.0218016
ILMN_1657571,0.52079869,0.0218101
ILMN_1726222,-0.84090044,0.0218634
ILMN_1777895,-0.45350512,0.0219009
ILMN_1750624,0.47887774,0.0219264
ILMN_2344373,-0.47501432,0.0219469
ILMN_1693397,-0.51472755,0.0219772
ILMN_1772834,-0.49846947,0.0219823
ILMN_1673778,0.54273284,0.0219923
ILMN_3277209,-0.9148967,0.0220124
ILMN_1686116,0.59742835,0.022046
ILMN_1880994,0.58709772,0.0220628
ILMN_3235013,-0.54471693,0.0220671
ILMN_3226012,0.43478241,0.0220713
ILMN_3247013,-0.4857645,0.0220907
ILMN_1739103,0.85955831,0.0220926
ILMN_1683263,1.91988382,0.0220962
ILMN_1744347,-0.43636582,0.0220993
ILMN_2053527,-0.8591428,0.0221012
ILMN_2329569,-0.49687664,0.0221203
ILMN_1661458,-0.57261785,0.0221302
ILMN_2169761,-1.75850722,0.0222057
ILMN_2046344,-0.47825753,0.0222558
ILMN_1681520,1.35333279,0.022269
ILMN_1823468,0.6085968,0.0224193
ILMN_3184599,-0.43390962,0.0224944
ILMN_3225761,-0.51654211,0.0224981
ILMN_1664946,0.45086124,0.0225085
ILMN_1875080,-0.5218798,0.0225135
ILMN_1683148,0.46550871,0.0225158
ILMN_1697919,-0.64820109,0.0225196
ILMN_1686846,-0.49101563,0.0225454
ILMN_1761463,-1.05602947,0.0225819
ILMN_2331232,-0.5036888,0.0225858
ILMN_1708414,-0.55369811,0.0225953
ILMN_2206645,0.5585317,0.0226095
ILMN_1747442,0.63028334,0.0226435
ILMN_3251550,-0.81854923,0.0226466
ILMN_1751607,1.09878502,0.0226493
ILMN_3268195,-0.53092792,0.0226573
ILMN_1780197,-0.6270244,0.0226592
ILMN_1770161,-1.63623302,0.0226702
ILMN_1722292,-0.96440675,0.0226703
ILMN_1790761,-2.17866036,0.0226977
ILMN_3289650,-0.67778728,0.0227017
ILMN_1775448,-0.54744405,0.0227188
ILMN_2405009,1.18920466,0.0227359
ILMN_1718977,1.3677441,0.0227433
ILMN_1800602,-0.72770787,0.0228441
ILMN_1898350,0.47556622,0.0228711
ILMN_1777477,-0.58188279,0.0228842
ILMN_2194467,0.6023811,0.0228874
ILMN_1660986,-0.52483554,0.0229695
ILMN_1761044,-0.45508528,0.0229807
ILMN_2091792,-0.45158561,0.0230326
ILMN_1749327,-1.2137293,0.0230484
ILMN_1691959,-0.44032666,0.0230519
ILMN_1785095,-1.06653276,0.0230787
ILMN_1750158,0.86518493,0.0230866
ILMN_2248863,0.45298943,0.0230936
ILMN_1871413,-0.47583591,0.0231623
ILMN_3229210,0.44722261,0.0231638
ILMN_1797793,-0.83868997,0.0232114
ILMN_1812461,-1.44494672,0.0232378
ILMN_1798210,-0.64311041,0.0232472
ILMN_1731640,-1.10987552,0.0232765
ILMN_1837428,-0.94804498,0.0233221
ILMN_1653578,1.00593866,0.0233325
ILMN_1716979,-0.58443262,0.0233514
ILMN_1792777,0.55961185,0.0233622
ILMN_2400884,0.49394102,0.0233827
ILMN_1801833,-0.53229551,0.0233894
ILMN_2353697,0.46200968,0.0234496
ILMN_1655913,-0.58967803,0.0234519
ILMN_1683234,1.00438376,0.0234898
ILMN_2272519,0.53427293,0.0234968
ILMN_1726981,-0.75702462,0.0235174
ILMN_1755024,-0.66865352,0.0235258
ILMN_1795639,-0.45349502,0.0235349
ILMN_1663002,-0.58256521,0.023549
ILMN_2187487,0.46009083,0.0235914
ILMN_2110252,-0.86138643,0.0236727
ILMN_1672006,-0.53378985,0.0237065
ILMN_1746196,0.42731075,0.023843
ILMN_1653073,0.62248439,0.023847
ILMN_1693826,0.62906841,0.0238994
ILMN_1691341,-1.23074658,0.0239007
ILMN_3232701,-0.58849676,0.0239201
ILMN_1906743,0.51897522,0.0239275
ILMN_1796949,-0.61785831,0.0239433
ILMN_1765558,0.61769255,0.0239466
ILMN_2285618,0.6285197,0.0239706
ILMN_1811682,-0.65703715,0.0240855
ILMN_2323848,-0.52870407,0.024148
ILMN_1676333,-0.47619161,0.0241704
ILMN_1722294,-1.13728176,0.024172
ILMN_2201678,1.0667429,0.0241862
ILMN_1773801,-0.5621264,0.0241889
ILMN_1659990,0.90208982,0.0242086
ILMN_3299162,0.42528109,0.0242098
ILMN_1679949,-0.74367327,0.0242259
ILMN_1726239,-0.52118992,0.0242758
ILMN_1772658,0.42315729,0.0243182
ILMN_3271244,-0.43448256,0.024319
ILMN_1891944,0.53662401,0.0243201
ILMN_2148944,-2.15298959,0.0244248
ILMN_2232494,0.50696436,0.0244759
ILMN_2315979,0.50760039,0.0244798
ILMN_1759326,-1.05105462,0.0244815
ILMN_1652246,-0.63948623,0.0245414
ILMN_1715789,-0.65056258,0.024548
ILMN_1733658,0.51395047,0.0245487
ILMN_1740742,-0.4869704,0.0245635
ILMN_2393060,-0.49827006,0.0246167
ILMN_1733932,-0.42092129,0.0246179
ILMN_1877818,0.58783247,0.0246184
ILMN_3277072,-0.47584101,0.0246825
ILMN_2143250,0.48893286,0.0246845
ILMN_1695233,0.84524087,0.0246858
ILMN_1807359,-0.93974893,0.0247249
ILMN_1788607,-0.67732359,0.0247279
ILMN_2137066,0.48409223,0.0247333
ILMN_1701017,1.76459276,0.0247789
ILMN_1810334,-1.12267312,0.0247899
ILMN_1761242,-0.52604667,0.0247904
ILMN_3274226,0.42157187,0.0248072
ILMN_1740234,-1.2450143,0.0248131
ILMN_1808979,-0.41911363,0.0248222
ILMN_3181215,0.45710284,0.0248436
ILMN_1776263,-0.47014263,0.0248547
ILMN_1675024,1.13421025,0.0248805
ILMN_1788356,-0.45794427,0.0248834
ILMN_1669674,-0.50020516,0.0248872
ILMN_1787251,0.42258406,0.0248918
ILMN_2361862,1.21492384,0.0249887
ILMN_2143148,0.47110722,0.0250083
ILMN_3238319,-0.51667989,0.0250401
ILMN_1678842,1.04933762,0.0250651
ILMN_2082209,-1.30015595,0.0250856
ILMN_1741288,0.55497737,0.0250929
ILMN_1655365,0.41917445,0.0250993
ILMN_1812570,-0.45653671,0.0251002
ILMN_1798926,0.84993396,0.0251246
ILMN_1761968,1.17075064,0.0251349
ILMN_1786734,0.47766243,0.0252217
ILMN_3267438,-0.60876344,0.0252917
ILMN_1666825,-0.4198066,0.0253004
ILMN_1711904,-0.78948244,0.0253157
ILMN_1884193,-0.57031962,0.0253663
ILMN_1769751,0.82252655,0.0253829
ILMN_1750321,-0.97461306,0.0253882
ILMN_1915013,-0.59275213,0.0253925
ILMN_1805561,-1.99231377,0.0254502
ILMN_1702683,0.50399408,0.0254627
ILMN_1697628,0.86312318,0.0254863
ILMN_1715742,0.51584188,0.025515
ILMN_1691293,0.46455677,0.0255615
ILMN_2384807,-0.80202262,0.0255932
ILMN_1671891,1.10674827,0.0255968
ILMN_1705250,-1.5664452,0.0256392
ILMN_2327346,-0.65468248,0.0256596
ILMN_3249963,-0.60321728,0.0256663
ILMN_1676440,0.59131494,0.0256778
ILMN_1788250,-0.73508202,0.0256782
ILMN_1780141,0.59428534,0.0257088
ILMN_1863484,0.44654659,0.0257938
ILMN_1669966,-0.41902644,0.0258035
ILMN_1808218,0.53472425,0.0258418
ILMN_1749071,-0.64432946,0.0258553
ILMN_2370296,1.16166855,0.0258577
ILMN_1707592,-0.8302928,0.0258895
ILMN_1651628,-0.43600838,0.0258961
ILMN_1698243,-0.58803204,0.0259119
ILMN_1695598,-0.45324617,0.0259346
ILMN_1695847,0.47082421,0.0259409
ILMN_1656185,-0.92380449,0.0259482
ILMN_3264073,-0.62255943,0.0259745
ILMN_2410038,-0.85386764,0.0259747
ILMN_2182148,-0.58692044,0.0259837
ILMN_1741440,-0.62233389,0.0259838
ILMN_3240316,-0.83744586,0.025995
ILMN_3238392,0.45476891,0.0260192
ILMN_1786789,-0.71240447,0.0260275
ILMN_2112915,1.85894838,0.0260311
ILMN_3201221,-0.440356,0.0260326
ILMN_2415179,0.83913377,0.0260387
ILMN_2315569,-0.41448083,0.0260401
ILMN_2404906,-0.43845915,0.0260403
ILMN_1815283,0.58877284,0.0260478
ILMN_2321301,0.48024575,0.0260942
ILMN_2374633,-0.84010672,0.0261069
ILMN_2196328,-2.27609637,0.0261083
ILMN_2389876,-1.01866489,0.0261294
ILMN_2278636,0.56675627,0.0261588
ILMN_1828140,0.47149361,0.0261624
ILMN_1749586,0.41637331,0.0261629
ILMN_1762327,-0.53551702,0.0261814
ILMN_1721712,-0.76226447,0.0261899
ILMN_1671295,1.48259873,0.0262016
ILMN_1720137,-0.55831786,0.0262091
ILMN_3278506,-0.90461787,0.0262299
ILMN_1803824,0.5954142,0.0262591
ILMN_1747244,0.52301998,0.0263009
ILMN_1775048,-0.62325211,0.0263013
ILMN_3200140,0.43812845,0.0263325
ILMN_1797875,0.71624537,0.0263338
ILMN_1672564,0.43806398,0.026346
ILMN_1801043,0.71137389,0.0263578
ILMN_2321416,-0.79126488,0.0263646
ILMN_1701413,0.5874243,0.0263649
ILMN_1705124,0.41286978,0.0263793
ILMN_2414325,-0.45323615,0.0264413
ILMN_1754145,0.4561469,0.0265195
ILMN_1709907,-0.81102864,0.0265278
ILMN_1803564,0.54782147,0.0265396
ILMN_1653278,0.87242635,0.0265465
ILMN_1877778,-0.71802321,0.0265487
ILMN_3235148,-0.44353151,0.0265555
ILMN_1688630,0.66339358,0.0265931
ILMN_2199284,0.53848148,0.0266495
ILMN_1804451,0.48782225,0.0267101
ILMN_1779401,-0.5363975,0.0267298
ILMN_1756439,-1.060484,0.0267858
ILMN_1799028,0.51952624,0.026786
ILMN_1813491,0.40976448,0.0267884
ILMN_2209671,0.98270107,0.0267949
ILMN_2123557,0.70353892,0.0267964
ILMN_1759984,-0.68636742,0.0268008
ILMN_1736704,0.5590674,0.0268198
ILMN_1838863,-1.16048381,0.0268334
ILMN_1710220,-0.53815127,0.0268604
ILMN_1709936,0.54342672,0.0268731
ILMN_3291778,0.45455525,0.0268914
ILMN_1733142,-0.41220912,0.0269035
ILMN_3268329,-0.44687715,0.0269198
ILMN_1717334,0.45434329,0.0269823
ILMN_3238785,0.52120509,0.027013
ILMN_1767717,-0.43290574,0.0270276
ILMN_1892666,0.50215635,0.0270438
ILMN_1781151,0.47735281,0.0270594
ILMN_1789639,1.47334819,0.0270665
ILMN_1881960,-0.486906,0.027071
ILMN_1695080,0.58098916,0.0270772
ILMN_3228294,-0.44112537,0.0271245
ILMN_1671562,-0.41130739,0.0271659
ILMN_1667977,-0.62620178,0.0271684
ILMN_1715013,-0.45426328,0.027208
ILMN_1739283,-0.63723533,0.0272122
ILMN_1658015,0.66807275,0.0272159
ILMN_1660577,-0.51760828,0.0272202
ILMN_1788742,-0.43881129,0.027252
ILMN_3308607,-0.49966137,0.02727
ILMN_1673896,0.44640241,0.0273175
ILMN_2120273,-1.06634451,0.0273222
ILMN_1863647,-0.48489938,0.0273286
ILMN_2353129,0.93210452,0.02738
ILMN_1724424,-0.41658808,0.0273976
ILMN_3203186,-0.43823015,0.0274105
ILMN_1910732,-0.46091885,0.0274111
ILMN_2227968,-0.45194965,0.0274474
ILMN_1736856,0.52369999,0.0274557
ILMN_1751075,-0.4231135,0.0275025
ILMN_2096322,0.50741328,0.0275502
ILMN_3251944,-0.41910032,0.0276341
ILMN_1788002,0.51231766,0.0276728
ILMN_3238640,-0.58789327,0.0277511
ILMN_3297947,-0.40809079,0.0277777
ILMN_2139396,-1.01956469,0.0277843
ILMN_1681081,0.77307728,0.0278523
ILMN_3200299,-0.43142073,0.0278557
ILMN_1657199,0.44351998,0.0278571
ILMN_2358382,0.45716848,0.0278962
ILMN_2336130,0.53388325,0.0279383
ILMN_1814165,0.55071894,0.0279396
ILMN_1782110,0.41330923,0.0279541
ILMN_1786105,-1.06900236,0.0279766
ILMN_1776154,0.42902137,0.0279919
ILMN_1702130,0.40844949,0.0279938
ILMN_1697220,-1.84376307,0.0280339
ILMN_1680364,-0.58117778,0.0281218
ILMN_1707286,-0.71523348,0.0281521
ILMN_1745501,-0.45186324,0.0281523
ILMN_1737992,-0.78925563,0.0281695
ILMN_1811696,-0.51687165,0.0281949
ILMN_1725188,-0.66191132,0.0282023
ILMN_1701871,0.42932451,0.0282068
ILMN_1778168,0.57120871,0.0282095
ILMN_1777608,0.43757253,0.0282136
ILMN_1674063,-1.103759,0.0282173
ILMN_1898394,0.61872845,0.0282173
ILMN_2178855,2.46929541,0.0282766
ILMN_2326509,-1.27959837,0.0282823
ILMN_1717357,0.53477864,0.0282839
ILMN_1912881,0.45104587,0.0282882
ILMN_1830955,0.43119677,0.0283522
ILMN_1772156,0.48291115,0.0283618
ILMN_1705676,2.2572775,0.0283645
ILMN_1787879,-0.4690882,0.0283783
ILMN_1674411,-0.67056021,0.0284242
ILMN_1901867,-0.41793301,0.0284628
ILMN_1688629,0.46597801,0.0284955
ILMN_1749078,-1.0204013,0.028512
ILMN_1802174,0.52764985,0.028547
ILMN_1724533,-1.23056278,0.0285517
ILMN_1856609,-0.56412263,0.0285561
ILMN_1890756,-1.01132002,0.0286007
ILMN_1810054,-0.95848512,0.0286117
ILMN_1724686,-1.71617933,0.0286627
ILMN_1670420,-0.52140558,0.0286701
ILMN_1737599,-0.46832185,0.0286769
ILMN_1668185,0.46514969,0.0286896
ILMN_1857546,-0.48420283,0.0287283
ILMN_3279306,-0.51275085,0.0287355
ILMN_1732410,-0.59840983,0.028804
ILMN_1743345,-0.55726965,0.0288221
ILMN_2371458,3.06636575,0.0288274
ILMN_1777194,0.40381664,0.0288354
ILMN_1654320,-0.40154606,0.0288609
ILMN_1727992,-0.60583488,0.0289239
ILMN_2412294,-0.6229839,0.02895
ILMN_2139816,-1.28499898,0.0289694
ILMN_1744937,1.14728083,0.029027
ILMN_1703791,-0.48314083,0.0290298
ILMN_1765640,-0.50159966,0.0291258
ILMN_1740385,0.45663374,0.0291601
ILMN_3276019,-0.52722123,0.0292496
ILMN_2227368,0.44762572,0.0292518
ILMN_2407124,-0.43524829,0.029306
ILMN_3224934,-0.49618451,0.0293061
ILMN_1669046,1.31054763,0.0293182
ILMN_3199920,-0.52273733,0.0293296
ILMN_1766264,-0.79759645,0.0293828
ILMN_1689665,-0.41430085,0.029385
ILMN_1774389,0.48859298,0.0293863
ILMN_1774427,0.63158006,0.0293926
ILMN_1671151,-0.56355738,0.029417
ILMN_1812702,0.50097208,0.0294399
ILMN_1794095,0.55642305,0.0294588
ILMN_3284361,0.40364512,0.0294617
ILMN_1724915,-0.47474234,0.0294956
ILMN_2295330,0.4050411,0.0295064
ILMN_3299478,-0.52347491,0.0295377
ILMN_1803429,-0.88642344,0.0295735
ILMN_1732782,-0.54445852,0.029574
ILMN_1676026,-0.44630188,0.0295928
ILMN_2181432,-0.77400718,0.0296237
ILMN_1708174,0.46325995,0.029627
ILMN_3307854,-0.43577384,0.0296571
ILMN_1702363,-2.0781848,0.0296666
ILMN_1761181,-0.60141251,0.0296779
ILMN_1658469,-0.4041627,0.0296785
ILMN_1781386,0.56325894,0.0296941
ILMN_3183517,0.45619232,0.0297285
ILMN_1686485,0.42861692,0.0297388
ILMN_1687036,-0.42689319,0.0297391
ILMN_1858947,0.4896985,0.0297522
ILMN_2372200,0.60507507,0.0297535
ILMN_1657977,-0.47867247,0.0297557
ILMN_1742250,0.41848675,0.0297788
ILMN_1876539,0.53830755,0.0298182
ILMN_1745787,0.42865011,0.0298272
ILMN_1849907,0.56019685,0.0298323
ILMN_1695562,-0.44483585,0.0298752
ILMN_1854109,-0.47914915,0.0298875
ILMN_1803810,0.39897064,0.0299095
ILMN_1794803,-0.72886268,0.0299717
ILMN_1660241,0.42063285,0.0299988
ILMN_1679797,1.2350205,0.0300745
ILMN_1652488,0.52497935,0.0301385
ILMN_1656045,0.58931501,0.0301762
ILMN_1706117,-0.49317804,0.0301845
ILMN_1763999,-0.40458347,0.0301895
ILMN_1683447,-0.39831155,0.0302043
ILMN_1663446,0.40027475,0.0302051
ILMN_1663132,-0.57776933,0.0302231
ILMN_1662617,-0.50199671,0.0302444
ILMN_1656868,0.48482538,0.0302874
ILMN_1673491,0.42373778,0.0303399
ILMN_1770800,-0.9982671,0.0303413
ILMN_1664592,-0.504001,0.0303902
ILMN_1803371,0.46017516,0.0303922
ILMN_2070521,-0.97921647,0.0304083
ILMN_1794844,2.2058037,0.0304187
ILMN_1776283,1.52267159,0.0304512
ILMN_1683313,0.61471537,0.0304809
ILMN_1793846,-0.51192042,0.0305074
ILMN_2098616,-0.70839342,0.0305291
ILMN_2123431,-0.42876942,0.0305616
ILMN_1741148,0.44487998,0.0305717
ILMN_3227912,-0.40928355,0.030636
ILMN_1716057,-0.76158231,0.030647
ILMN_1727023,0.45723742,0.0306889
ILMN_1838472,0.47859131,0.0307239
ILMN_2058782,-1.98461508,0.0307476
ILMN_3203534,-0.76185303,0.0307515
ILMN_1773117,0.70966871,0.0307664
ILMN_2103014,-0.41156759,0.0308068
ILMN_2163873,1.05825673,0.0309866
ILMN_1805330,0.52197752,0.0310379
ILMN_1753110,-0.58437598,0.0310494
ILMN_1776852,0.63291778,0.0310616
ILMN_1672611,0.54935881,0.0310627
ILMN_1846776,0.42878697,0.0310788
ILMN_1779536,-0.71463578,0.0310799
ILMN_1684497,-0.64367676,0.0310978
ILMN_2328776,-1.08361628,0.0310996
ILMN_1775861,0.41445373,0.0311354
ILMN_1722726,0.58431868,0.0311786
ILMN_1722450,-0.42032847,0.0311796
ILMN_1786319,0.39753709,0.0311809
ILMN_1749253,0.544975,0.0311955
ILMN_1693674,0.50014262,0.0312046
ILMN_2387303,0.39065309,0.0312048
ILMN_3274601,-0.40803027,0.0312102
ILMN_2283245,0.43878642,0.0312266
ILMN_1691743,-0.72411753,0.0312287
ILMN_1693645,0.63653741,0.0313094
ILMN_1758895,-1.50135716,0.0313137
ILMN_1762972,0.49425868,0.0313182
ILMN_1808290,0.43560772,0.0313227
ILMN_1724236,0.56646126,0.0313756
ILMN_1722102,-0.40062135,0.0314262
ILMN_1776788,-0.42869156,0.0314607
ILMN_2167617,-0.41844712,0.0314875
ILMN_1786722,0.43061756,0.0314925
ILMN_1667022,-0.63285418,0.0315397
ILMN_1654171,-0.43002538,0.0315781
ILMN_1694539,-0.40602332,0.0315979
ILMN_1710790,0.39807233,0.0316063
ILMN_1752027,0.49764135,0.0316218
ILMN_1783247,-0.66012845,0.0316259
ILMN_1798360,2.95382868,0.0316288
ILMN_3251695,-0.4582239,0.0316318
ILMN_1682544,0.38894809,0.0316478
ILMN_1894521,0.50547983,0.0316604
ILMN_2167426,-0.39011145,0.0316642
ILMN_1791306,-0.40126188,0.0316682
ILMN_1751393,-0.69488293,0.0316725
ILMN_1739987,-0.40618533,0.0317001
ILMN_1780783,-0.40426074,0.0317657
ILMN_1700518,-0.46884416,0.0317739
ILMN_1674650,-0.44258121,0.0317785
ILMN_1789567,0.45434404,0.0317939
ILMN_1739428,-1.13508888,0.0318425
ILMN_1661428,-0.43716585,0.0318481
ILMN_1776582,1.06944741,0.0319298
ILMN_1656682,0.40079173,0.0319352
ILMN_1878882,0.51873574,0.0319644
ILMN_1675386,1.59680084,0.0319763
ILMN_1891725,-0.40621827,0.0319875
